Topic 00,Topic 01,Topic 02,Topic 03,Topic 04,Topic 05,Topic 06,Topic 07,Topic 08,Topic 09,Topic 10,Topic 11
0.003879577901924271,0.4182184978274364,0.003879577901924271,0.003879577901924271,0.014121663563004346,0.045779019242706394,0.012259466170080696,0.48246430788330225,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.003879577901924271
0.027217318200924757,0.002627154266498529,0.002627154266498529,0.03226145439260193,0.07009247583018074,0.6060319461958806,0.008301807482135352,0.005779739386296764,0.002627154266498529,0.050546448087431695,0.020912147961328287,0.17097519966372426
0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.9184460260972716,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.002627154266498529,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003257671290458176,0.003257671290458176,0.37274064733081125,0.5883774695250105,0.011454392601933587,0.003888188314417823,0.003257671290458176
0.01712904581757041,0.002627154266498529,0.003888188314417823,0.002627154266498529,0.3235603194619588,0.002627154266498529,0.002627154266498529,0.003888188314417823,0.002627154266498529,0.2037620849096259,0.43200924758301806,0.002627154266498529
0.2103324915824916,0.14972643097643096,0.014625420875420877,0.0979587542087542,0.0026304713804713806,0.14151936026936027,0.07333754208754209,0.06576178451178452,0.09922138047138046,0.008943602693602695,0.12889309764309764,0.0070496632996633005
0.002627154266498529,0.3229298024379991,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.6495376208490963,0.002627154266498529,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003257671290458176
0.0032597266035751843,0.02092534174553102,0.008307045215562567,0.03732912723449001,0.00452155625657203,0.04048370136698213,0.4846477392218717,0.1780231335436383,0.04679284963196635,0.0026288117770767614,0.07707676130389064,0.09600420609884332
0.9424270639354438,0.003879577901924271,0.003879577901924271,0.013190564866542522,0.003879577901924271,0.003879577901924271,0.004810676598386096,0.004810676598386096,0.003879577901924271,0.007603972687771572,0.003879577901924271,0.003879577901924271
0.00451870533837747,0.013345943673812527,0.009562841530054645,0.4496637242538882,0.002627154266498529,0.003257671290458176,0.1098150483396385,0.01082387557797394,0.11485918453131568,0.002627154266498529,0.00451870533837747,0.27437999159310633
0.002627154266498529,0.002627154266498529,0.002627154266498529,0.1671920975199664,0.369588062211013,0.002627154266498529,0.005779739386296764,0.17349726775956284,0.003257671290458176,0.2598781000420345,0.003888188314417823,0.006410256410256411
0.00741399762752076,0.5412218268090154,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.1728944246737841,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.02164887307236062,0.2049228944246738
0.002627154266498529,0.002627154266498529,0.9603825136612022,0.002627154266498529,0.002627154266498529,0.013345943673812527,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.05874316939890711,0.326712904581757,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.38219840269020594,0.002627154266498529,0.002627154266498529,0.20943673812526273,0.003888188314417823,0.003257671290458176
0.10560117919562012,0.06896188671299221,0.0026321330806485578,0.15361128658664983,0.059486207622657404,0.005158980838071174,0.01589808380711729,0.05380080016845652,0.0026321330806485578,0.0032638450200042114,0.13529164034533586,0.39366182354179824
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.002627154266498529,0.009562841530054645,0.002627154266498529,0.002627154266498529,0.4395754518705338,0.002627154266498529,0.08459436738125262,0.005149222362337117,0.40237494745691466,0.01460697772173182,0.031000420344682637,0.002627154266498529
0.00741399762752076,0.00741399762752076,0.016310794780545673,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.7992289442467378,0.00741399762752076,0.009193357058125741,0.00741399762752076,0.11595492289442469
0.00741399762752076,0.00741399762752076,0.016310794780545673,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.7992289442467378,0.00741399762752076,0.009193357058125741,0.00741399762752076,0.11595492289442469
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.09700232214481738,0.0710365210048554,0.012771796495672368,0.06597002322144818,0.2850960523538104,0.014038420941524172,0.004538737597635635,0.1748997255647034,0.0729364576736331,0.10903525438040954,0.003905425374709732,0.08876926324678065
0.002627154266498529,0.002627154266498529,0.15458175704077343,0.1192728036990332,0.002627154266498529,0.6703446826397647,0.009562841530054645,0.002627154266498529,0.012084909625893233,0.003257671290458176,0.002627154266498529,0.017759562841530057
0.0707229928541404,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.0682009247583018,0.5763976460697772,0.002627154266498529,0.14512400168137873,0.003257671290458176,0.002627154266498529,0.12053383774695249
0.003257671290458176,0.003888188314417823,0.012084909625893233,0.015237494745691468,0.3437368642286675,0.003257671290458176,0.002627154266498529,0.25798654897015555,0.003888188314417823,0.002627154266498529,0.34878100042034466,0.002627154266498529
0.003257671290458176,0.003257671290458176,0.003888188314417823,0.002627154266498529,0.03730559058427911,0.002627154266498529,0.061265237494745696,0.562526271542665,0.002627154266498529,0.2958175704077344,0.02217318200924758,0.002627154266498529
0.003879577901924271,0.003879577901924271,0.003879577901924271,0.43218497827436375,0.05229671011793917,0.003879577901924271,0.004810676598386096,0.47315332091868406,0.003879577901924271,0.006672873991309745,0.007603972687771572,0.003879577901924271
0.09187763713080169,0.13554852320675104,0.10390295358649788,0.016561181434599156,0.002637130801687764,0.0039029535864978904,0.0032700421940928272,0.12858649789029536,0.09061181434599155,0.004535864978902954,0.2906118143459916,0.1279535864978903
0.0038906414300736067,0.019663512092534176,0.0026288117770767614,0.0026288117770767614,0.24174553101997898,0.0026288117770767614,0.23859095688748685,0.01146161934805468,0.0032597266035751843,0.005152471083070453,0.3849631966351209,0.08338590956887486
0.793890865954923,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.13196915776986953,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.0026321330806485578,0.20983364918930303,0.006422404716782481,0.007685828595493789,0.17129922088860813,0.06959359865234786,0.06074963150136871,0.06390819119814699,0.10307433143819751,0.13529164034533586,0.0266371867761634,0.1428721836176037
0.003879577901924271,0.003879577901924271,0.003879577901924271,0.03646803227808814,0.46942892613283677,0.0057417752948479206,0.003879577901924271,0.239447548106766,0.20779019242706392,0.003879577901924271,0.007603972687771572,0.014121663563004346
0.002627154266498529,0.1312526271542665,0.003257671290458176,0.3222992854140395,0.002627154266498529,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003888188314417823,0.2050231189575452,0.317885666246322
0.002627154266498529,0.01460697772173182,0.005149222362337117,0.31851618327028164,0.002627154266498529,0.002627154266498529,0.008932324506095,0.005779739386296764,0.6167507356031946,0.003257671290458176,0.015237494745691468,0.003888188314417823
0.07009247583018074,0.2359184531315679,0.007040773434216058,0.002627154266498529,0.002627154266498529,0.010193358554014292,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.1861076082387558,0.003888188314417823,0.47362337116435477
0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.003888188314417823,0.06315678856662464,0.15899537620849097,0.2415931063472047,0.5133459436738125
0.1360955927995034,0.0057417752948479206,0.04671011793916822,0.003879577901924271,0.003879577901924271,0.44894475481067664,0.014121663563004346,0.004810676598386096,0.004810676598386096,0.003879577901924271,0.003879577901924271,0.32324643078833026
0.1638113367174281,0.05340524534686972,0.00327834179357022,0.04832910321489002,0.002643824027072758,0.05721235194585449,0.15556260575296108,0.002643824027072758,0.5007402707275803,0.002643824027072758,0.00645093062605753,0.00327834179357022
0.19151400294798906,0.0026321330806485578,0.0026321330806485578,0.1182354179827332,0.2824805222152032,0.025373762897452093,0.28627079385133714,0.0026321330806485578,0.03927142556327648,0.031059170351652978,0.0038955569593598655,0.014002947989050328
0.003879577901924271,0.003879577901924271,0.4647734326505276,0.003879577901924271,0.004810676598386096,0.006672873991309745,0.003879577901924271,0.003879577901924271,0.4712911235257604,0.02250155183116077,0.006672873991309745,0.003879577901924271
0.07478902953586498,0.004535864978902954,0.11529535864978903,0.04377637130801688,0.43681434599156116,0.050105485232067516,0.11656118143459915,0.03175105485232067,0.002637130801687764,0.01909282700421941,0.011497890295358651,0.0931434599156118
0.019651113913408996,0.23213535098781002,0.2359184531315679,0.4704707860445565,0.002627154266498529,0.003888188314417823,0.003888188314417823,0.002627154266498529,0.002627154266498529,0.013976460697772175,0.008932324506095,0.003257671290458176
0.7737494745691468,0.002627154266498529,0.12431693989071038,0.003888188314417823,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003257671290458176,0.016498528793610762,0.06189575451870534,0.002627154266498529
0.02622594661700807,0.09419615145872129,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.15285536933581625,0.3921477343265053,0.003879577901924271,0.30741775294847923,0.003879577901924271,0.003879577901924271
0.0026288117770767614,0.01146161934805468,0.3767613038906414,0.024710830704521555,0.04616193480546793,0.010199789695057835,0.0038906414300736067,0.05941114616193481,0.45562565720294423,0.0026288117770767614,0.0032597266035751843,0.0032597266035751843
0.14953762084909625,0.015868011769651115,0.003257671290458176,0.20313156788566625,0.1728667507356032,0.002627154266498529,0.032891971416561576,0.00451870533837747,0.00451870533837747,0.03163093736864229,0.0896385035729298,0.2895124001681379
0.08648591845313156,0.10287936107608238,0.11044556536359815,0.2504203446826398,0.003257671290458176,0.032891971416561576,0.010193358554014292,0.05748213535098781,0.006410256410256411,0.15079865489701555,0.08522488440521227,0.10350987810004203
0.24411517444304331,0.24411517444304331,0.002627154266498529,0.2157419083648592,0.002627154266498529,0.003257671290458176,0.24411517444304331,0.003888188314417823,0.002627154266498529,0.027847835224884404,0.00451870533837747,0.00451870533837747
0.00741399762752076,0.9148873072360616,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.010972716488730725,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.002627154266498529,0.002627154266498529,0.326712904581757,0.013345943673812527,0.002627154266498529,0.3197772173182009,0.12936107608238756,0.19052122740647331,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.00451870533837747
0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.009193357058125741,0.00741399762752076,0.9166666666666666
0.36076082387557795,0.003257671290458176,0.10666246321984026,0.07009247583018074,0.08648591845313156,0.08774695250105086,0.06883144178226146,0.1684531315678857,0.002627154266498529,0.003888188314417823,0.0385666246321984,0.002627154266498529
0.002627154266498529,0.28194619588062214,0.020912147961328287,0.003257671290458176,0.003257671290458176,0.003888188314417823,0.06378730559058428,0.002627154266498529,0.29140395124001683,0.002627154266498529,0.002627154266498529,0.32103825136612024
0.0026321330806485578,0.0026321330806485578,0.34438829227205725,0.0026321330806485578,0.0032638450200042114,0.3222783743946094,0.014634659928405982,0.0038955569593598655,0.1896188671299221,0.0026321330806485578,0.1087597388923984,0.0026321330806485578
0.0026288117770767614,0.0026288117770767614,0.6083070452155626,0.0026288117770767614,0.0026288117770767614,0.0032597266035751843,0.019663512092534176,0.09032597266035751,0.14773922187171398,0.008937960042060988,0.10609884332281808,0.005152471083070453
0.003879577901924271,0.003879577901924271,0.003879577901924271,0.06533209186840472,0.006672873991309745,0.48618870266914954,0.003879577901924271,0.003879577901924271,0.004810676598386096,0.003879577901924271,0.003879577901924271,0.40983860955928
0.4442892613283675,0.4768777157045313,0.003879577901924271,0.003879577901924271,0.004810676598386096,0.003879577901924271,0.003879577901924271,0.037399130974549964,0.003879577901924271,0.004810676598386096,0.008535071384233397,0.003879577901924271
0.007671290458175705,0.30023118957545186,0.00451870533837747,0.013976460697772175,0.2466372425388819,0.005779739386296764,0.002627154266498529,0.002627154266498529,0.12053383774695249,0.08333333333333333,0.2088062211013031,0.003257671290458176
0.008932324506095,0.28509878100042035,0.008301807482135352,0.07639764606977723,0.012084909625893233,0.00451870533837747,0.1741277847835225,0.25798654897015555,0.10350987810004203,0.04676334594367382,0.0183900798654897,0.003888188314417823
0.0026321330806485578,0.006422404716782481,0.0032638450200042114,0.14097704779953674,0.08728153295430616,0.007054116656138135,0.21362392082543694,0.012107812170983365,0.14476731943567067,0.37597388923983993,0.0032638450200042114,0.0026321330806485578
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.003879577901924271,0.3614214773432651,0.003879577901924271,0.003879577901924271,0.27203600248292986,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.32790192427063936,0.006672873991309745,0.004810676598386096,0.003879577901924271
0.1955372250423012,0.002643824027072758,0.031831641285956,0.003912859560067682,0.031831641285956,0.023582910321489,0.004547377326565144,0.5921108291032149,0.05213620981387479,0.028659052453468694,0.018506768189509307,0.014699661590524535
0.002627154266498529,0.002627154266498529,0.3235603194619588,0.025956284153005462,0.002627154266498529,0.002627154266498529,0.003888188314417823,0.00451870533837747,0.002627154266498529,0.31221101303068516,0.00451870533837747,0.31221101303068516
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.012752075919335706,0.00741399762752076,0.00741399762752076,0.010972716488730725,0.7173784104389087,0.00741399762752076,0.06435349940688019,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.02164887307236062,0.12841043890865955
0.18799915931063474,0.003257671290458176,0.007040773434216058,0.00451870533837747,0.012084909625893233,0.021542664985287934,0.005149222362337117,0.23402690205968896,0.13503572929802438,0.27816309373686426,0.10224884405212273,0.008932324506095
0.0026288117770767614,0.22471083070452158,0.025972660357518402,0.0026288117770767614,0.03480546792849632,0.010830704521556257,0.19631966351209254,0.0026288117770767614,0.371713985278654,0.0026288117770767614,0.11556256572029443,0.009568874868559412
0.4120925341745531,0.1786540483701367,0.0026288117770767614,0.0032597266035751843,0.19127234490010517,0.0026288117770767614,0.0026288117770767614,0.005783385909568875,0.1862250262881178,0.009568874868559412,0.0026288117770767614,0.0026288117770767614
0.008932324506095,0.002627154266498529,0.002627154266498529,0.04171920975199664,0.025956284153005462,0.003257671290458176,0.2958175704077344,0.2762715426649853,0.003888188314417823,0.33112652374947454,0.005149222362337117,0.002627154266498529
0.0039029535864978904,0.21529535864978905,0.07858649789029536,0.0064345991561181445,0.0039029535864978904,0.024789029535864978,0.13681434599156117,0.002637130801687764,0.4399789029535865,0.005168776371308017,0.038080168776371305,0.044409282700421944
0.002627154266498529,0.30338377469525013,0.002627154266498529,0.15584279108869273,0.14386296763345943,0.00451870533837747,0.002627154266498529,0.060634720470786045,0.10855401429171921,0.002627154266498529,0.21006725514922236,0.002627154266498529
0.011497890295358651,0.11466244725738396,0.0779535864978903,0.022257383966244725,0.007067510548523208,0.002637130801687764,0.48491561181434595,0.04314345991561182,0.012130801687763714,0.002637130801687764,0.21656118143459918,0.004535864978902954
0.003257671290458176,0.002627154266498529,0.10035729298024379,0.2958175704077344,0.002627154266498529,0.003257671290458176,0.005779739386296764,0.027847835224884404,0.02280369903320723,0.002627154266498529,0.5278478352248844,0.005149222362337117
0.003257671290458176,0.002627154266498529,0.5152374947456915,0.01460697772173182,0.002627154266498529,0.005779739386296764,0.003257671290458176,0.09342160571668767,0.13251366120218577,0.003888188314417823,0.19934846574190837,0.023434216057166876
0.17679966223348112,0.07990289212581803,0.007071986489339245,0.15653367109985222,0.021638167616635,0.002638800928857927,0.0032721131517838295,0.00580536204348744,0.003905425374709732,0.26039687565970027,0.10206881992822461,0.17996622334811063
0.00741399762752076,0.00741399762752076,0.3597271648873072,0.38285883748517197,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.19068801897983392,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.00741399762752076,0.08570581257413998,0.00741399762752076,0.00741399762752076,0.8223606168446026,0.00741399762752076,0.00741399762752076,0.009193357058125741,0.0234282325029656,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.36887026691495967,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.03646803227808814,0.08209186840471758,0.003879577901924271,0.004810676598386096,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.4806021104903786
0.002627154266498529,0.005149222362337117,0.2977091214796133,0.25231189575451873,0.002627154266498529,0.005149222362337117,0.003257671290458176,0.002627154266498529,0.002627154266498529,0.05243799915931064,0.3708490962589323,0.002627154266498529
0.002638800928857927,0.026071353177116317,0.099535571036521,0.24519738230947857,0.13373443107451974,0.011505172049820562,0.08370276546337344,0.06723664766729998,0.0032721131517838295,0.002638800928857927,0.14766729997888958,0.17679966223348112
0.012259466170080696,0.003879577901924271,0.019708255741775295,0.4545313469894476,0.02808814400993172,0.003879577901924271,0.4554624456859094,0.003879577901924271,0.0057417752948479206,0.003879577901924271,0.004810676598386096,0.003879577901924271
0.003257671290458176,0.002627154266498529,0.18862967633459438,0.005779739386296764,0.002627154266498529,0.002627154266498529,0.04991593106347205,0.002627154266498529,0.002627154266498529,0.5776586801176965,0.14007986548970155,0.021542664985287934
0.005801687763713081,0.008966244725738398,0.12542194092827003,0.11972573839662447,0.06972573839662448,0.002637130801687764,0.008966244725738398,0.29251054852320674,0.11782700421940928,0.23934599156118144,0.005168776371308017,0.0039029535864978904
0.003257671290458176,0.23528793610760826,0.16782261454392602,0.007040773434216058,0.4837116435477091,0.011454392601933587,0.027847835224884404,0.005779739386296764,0.002627154266498529,0.002627154266498529,0.04424127784783523,0.008301807482135352
0.00741399762752076,0.00741399762752076,0.0536773428232503,0.00741399762752076,0.00741399762752076,0.043001186239620404,0.00741399762752076,0.8365954922894425,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.002627154266498529,0.04424127784783523,0.002627154266498529,0.1098150483396385,0.012084909625893233,0.15205968894493485,0.003888188314417823,0.008301807482135352,0.13440521227406474,0.08270281630937368,0.1394493484657419,0.30779739386296767
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.00741399762752076,0.08570581257413998,0.00741399762752076,0.00741399762752076,0.8223606168446026,0.00741399762752076,0.00741399762752076,0.009193357058125741,0.0234282325029656,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.2012400168137873,0.002627154266498529,0.06189575451870534,0.023434216057166876,0.07576712904581757,0.1419714165615805,0.08774695250105086,0.002627154266498529,0.003257671290458176,0.2958175704077344,0.10098781000420344,0.002627154266498529
0.0032597266035751843,0.0032597266035751843,0.0032597266035751843,0.5622502628811776,0.1950578338590957,0.0032597266035751843,0.0026288117770767614,0.0026288117770767614,0.005152471083070453,0.0032597266035751843,0.0026288117770767614,0.21335436382754996
0.002627154266498529,0.002627154266498529,0.48055905842791086,0.002627154266498529,0.04171920975199664,0.07387557797393864,0.007040773434216058,0.16593106347204709,0.003257671290458176,0.003257671290458176,0.18673812526271544,0.029739386296763346
0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334
0.30527532576712907,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.6678226145439261,0.002627154266498529,0.002627154266498529,0.002627154266498529,0.003257671290458176,0.002627154266498529,0.002627154266498529
0.00741399762752076,0.00741399762752076,0.00741399762752076,0.8365954922894425,0.08926453143534993,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.13150136870920193,0.0026321330806485578,0.04685196883554433,0.08854495683301747,0.0026321330806485578,0.0038955569593598655,0.13908191198146977,0.1087597388923984,0.29574647294167195,0.0026321330806485578,0.1744577805853864,0.0032638450200042114
0.00741399762752076,0.00741399762752076,0.9113285883748516,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.01453143534994069,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076,0.00741399762752076
0.02847835224884405,0.011454392601933587,0.04991593106347205,0.19745691467002943,0.1596258932324506,0.3386927280369903,0.01082387557797394,0.11612021857923496,0.02028163093736864,0.053068516183270284,0.006410256410256411,0.007671290458175705
0.002637130801687764,0.007700421940928271,0.3931434599156118,0.007700421940928271,0.06213080168776371,0.01719409282700422,0.010232067510548525,0.10137130801687763,0.18048523206751055,0.012763713080168777,0.026687763713080168,0.1779535864978903
0.3698013656114215,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.035536933581626316,0.08022967101179392,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.003879577901924271,0.4833954065797641,0.003879577901924271
